id,key,value,type
341365915,highway,motorway_link,regular
341365916,highway,motorway_link,regular
341365917,highway,motorway_link,regular
341365917,oneway,yes,regular
341431050,highway,residential,regular
341431050,oneway,yes,regular
341431051,highway,residential,regular
341431051,oneway,yes,regular
341431052,highway,primary_link,regular
341431052,oneway,yes,regular
341431053,highway,primary_link,regular
341431054,highway,primary_link,regular
341431054,oneway,yes,regular
341431055,highway,primary_link,regular
341431055,oneway,yes,regular
341431056,highway,residential,regular
341431056,oneway,yes,regular
341431057,highway,residential,regular
341431057,oneway,yes,regular
341431058,highway,residential,regular
341431059,highway,primary_link,regular
341431059,oneway,yes,regular
341431060,highway,secondary_link,regular
341431060,oneway,yes,regular
341432437,highway,motorway,regular
341432437,lanes,2,regular
341432437,name,甲秀北路,regular
341432437,oneway,yes,regular
341432437,ref,G75,regular
341432441,bridge,yes,regular
341432441,highway,motorway,regular
341432441,lanes,2,regular
341432441,layer,1,regular
341432441,name,甲秀北路,regular
341432441,oneway,yes,regular
341432441,ref,G75,regular
341432444,bridge,yes,regular
341432444,highway,motorway,regular
341432444,lanes,2,regular
341432444,layer,1,regular
341432444,name,甲秀北路,regular
341432444,oneway,yes,regular
341432444,ref,G75,regular
341432447,bridge,yes,regular
341432447,highway,motorway,regular
341432447,lanes,2,regular
341432447,name,甲秀北路,regular
341432447,oneway,yes,regular
341432447,ref,G75,regular
341432450,bridge,yes,regular
341432450,highway,motorway,regular
341432450,lanes,2,regular
341432450,name,甲秀北路,regular
341432450,oneway,yes,regular
341432450,ref,G75,regular
341432453,highway,motorway,regular
341432453,lanes,2,regular
341432453,name,甲秀北路,regular
341432453,oneway,yes,regular
341432453,ref,G75,regular
341432460,highway,motorway,regular
341432460,lanes,2,regular
341432460,name,甲秀北路,regular
341432460,oneway,yes,regular
341432460,ref,G75,regular
341432464,highway,motorway,regular
341432464,lanes,2,regular
341432464,name,甲秀北路,regular
341432464,oneway,yes,regular
341432464,ref,G75,regular
342666038,highway,residential,regular
342666039,highway,service,regular
342666040,highway,service,regular
342666041,highway,service,regular
342666042,landuse,residential,regular
342666045,highway,residential,regular
342669744,highway,residential,regular
342669745,highway,residential,regular
342669746,highway,service,regular
342670350,highway,residential,regular
342670351,highway,residential,regular
342880824,bridge,yes,regular
342880824,highway,primary,regular
342880824,ref,G326,regular
342880824,source,GPS,regular
342880825,highway,primary,regular
342880825,ref,G326,regular
342880825,source,GPS,regular
342880826,highway,residential,regular
342881055,highway,service,regular
342881056,highway,service,regular
344633871,highway,tertiary,regular
344633871,ref,X303,regular
344633872,highway,residential,regular
344633874,source,bing,regular
344633874,waterway,stream,regular
344634241,bridge,yes,regular
344634241,highway,tertiary,regular
344634241,ref,X303,regular
344634242,highway,tertiary,regular
344634242,ref,X303,regular
344634242,source,bing,regular
344634243,waterway,river,regular
344634244,waterway,river,regular
344634245,waterway,river,regular
344635923,highway,residential,regular
344635931,amenity,school,regular
344635931,name,工农小学,regular
344635931,en,Gongnong Primary School,name
344635931,phone,+86 852 2756 0045,regular
344640326,highway,residential,regular
344640823,highway,service,regular
344640824,highway,secondary,regular
344640824,source,bing,regular
344640825,bridge,yes,regular
344640825,highway,secondary,regular
344640825,layer,1,regular
344640825,source,bing,regular
344641014,highway,residential,regular
345653784,natural,wood,regular
345653784,place,island,regular
345703575,highway,residential,regular
345703576,highway,living_street,regular
345819834,highway,service,regular
345820016,highway,residential,regular
345820017,highway,service,regular
345820761,highway,service,regular
345820762,highway,residential,regular
345820763,amenity,police,regular
345820763,building,yes,regular
345820763,name,遵义县公安局交警大队四中队,regular
345820763,en,Traffic Police,name
345820764,amenity,restaurant,regular
345820764,building,yes,regular
345820764,name,亲妈饭店,regular
345820765,amenity,car_wash,regular
345820765,building,yes,regular
345820765,name,龙泉汽车美容中心,regular
345826831,amenity,restaurant,regular
345826831,building,yes,regular
345826831,name,洞天山庄,regular
345826832,highway,residential,regular
345826833,building,commercial,regular
345826834,building,commercial,regular
345826835,amenity,marketplace,regular
345826835,name,中国辣椒城,regular
345826836,embankment,yes,regular
345826836,highway,residential,regular
345826837,highway,residential,regular
345826838,building,yes,regular
345826838,name,遵义市遵义县虾子镇政府,regular
345826838,office,government,regular
345826839,landuse,grass,regular
345826840,landuse,grass,regular
345826841,highway,footway,regular
345826842,highway,footway,regular
345826843,highway,footway,regular
345826844,highway,footway,regular
345826845,highway,footway,regular
345826846,highway,footway,regular
345827223,highway,residential,regular
345827224,highway,residential,regular
345827225,highway,tertiary,regular
345827225,oneway,yes,regular
345827226,highway,tertiary,regular
345827226,oneway,yes,regular
345827227,highway,tertiary,regular
345827227,name,北街,regular
345827227,en,Beijie,name
345827228,landuse,grass,regular
345827229,landuse,residential,regular
345827230,building,commercial,regular
345827231,building,commercial,regular
345827232,building,residential,regular
345827233,building,residential,regular
346127075,highway,tertiary,regular
346127075,name,东大街,regular
346127075,en,Dongdajie,name
346127748,highway,residential,regular
346127749,highway,tertiary,regular
346127750,highway,tertiary,regular
346127750,oneway,no,regular
346127751,highway,tertiary,regular
346127751,oneway,yes,regular
346127752,highway,tertiary,regular
346127752,oneway,yes,regular
346127753,highway,tertiary,regular
346127753,name,红庄路,regular
346127753,en,Hongzhuang Road,name
346127754,highway,tertiary,regular
346127754,oneway,yes,regular
346127755,highway,tertiary,regular
346127755,oneway,yes,regular
346133319,highway,tertiary,regular
346133319,oneway,yes,regular
346133320,highway,tertiary,regular
346133321,highway,residential,regular
346133321,name,中心路,regular
346133321,en,Zhongxin Road,name
346133322,highway,tertiary,regular
346133322,oneway,yes,regular
346133323,highway,tertiary,regular
346133323,oneway,yes,regular
346133324,highway,tertiary,regular
346133324,oneway,yes,regular
346133325,highway,tertiary,regular
346133325,name,虾南路,regular
346133325,en,Xianan Road,name
346133326,highway,tertiary,regular
346133326,name,虾新路,regular
346133326,en,Xiaxin Road,name
346133327,highway,residential,regular
346133328,highway,tertiary,regular
346133328,name,向阳路,regular
346133328,en,Xiangyang Road,name
346133329,highway,residential,regular
346133329,name,兰生路,regular
346133329,en,Lansheng Road,name
346133331,highway,residential,regular
346133717,amenity,bus_station,regular
346133717,name,遵义县虾子汽车站,regular
346180825,highway,motorway_link,regular
346180825,oneway,yes,regular
346180826,highway,motorway_link,regular
346180826,oneway,yes,regular
346180827,bridge,yes,regular
346180827,highway,motorway_link,regular
346180827,layer,1,regular
346180827,oneway,yes,regular
346180829,highway,motorway_link,regular
346180829,oneway,yes,regular
346180830,highway,motorway_link,regular
346180830,oneway,yes,regular
346180831,highway,motorway_link,regular
346180831,oneway,yes,regular
346180832,bridge,yes,regular
346180832,highway,motorway,regular
346180832,layer,1,regular
346180832,name,黔织高速,regular
346180832,oneway,yes,regular
346180832,ref,G76,regular
346180833,bridge,yes,regular
346180833,highway,motorway,regular
346180833,layer,1,regular
346180833,name,黔织高速,regular
346180833,oneway,yes,regular
346180833,ref,G76,regular
346180834,highway,motorway,regular
346180834,name,黔织高速,regular
346180834,oneway,yes,regular
346180834,ref,G76,regular
346180835,highway,motorway,regular
346180835,name,黔织高速,regular
346180835,oneway,yes,regular
346180835,ref,G76,regular
346180836,highway,motorway,regular
346180836,name,黔织高速,regular
346180836,oneway,yes,regular
346180836,ref,G76,regular
346414951,bridge,yes,regular
346414951,highway,residential,regular
346414952,highway,residential,regular
346414953,highway,residential,regular
346414954,highway,residential,regular
346414955,bridge,yes,regular
346414955,highway,residential,regular
346414956,highway,residential,regular
346414957,highway,service,regular
346422391,highway,primary,regular
346422391,name,新南大道,regular
346422391,en,Xinnan Boulevard,name
346696013,highway,residential,regular
346696013,name,文化东路,regular
346696013,en,Wenhua Road East,name
346696020,highway,tertiary,regular
346696020,name,贸易路,regular
346696020,en,Maoyi Road,name
346696762,highway,residential,regular
346696764,highway,secondary,regular
346696764,name,贸易路,regular
346696764,en,Maoyi Road,name
346696766,bridge,yes,regular
346696766,highway,tertiary,regular
346696766,name,贸易路,regular
346696766,en,Maoyi Road,name
346700469,highway,residential,regular
346700470,highway,residential,regular
347015310,building,yes,regular
347015310,name,遵义市红花岗区深溪镇坪桥村村民委员会,regular
347015310,office,government,regular
347030534,building,commercial,regular
347030535,building,commercial,regular
347030536,building,commercial,regular
347030537,building,commercial,regular
347030538,building,commercial,regular
347030540,building,commercial,regular
347030540,name,护城综合大楼,regular
347398873,highway,motorway,regular
347398873,oneway,yes,regular
347398873,ref,G76,regular
347398874,highway,motorway,regular
347398874,oneway,yes,regular
347398874,ref,G76,regular
347398875,highway,motorway,regular
347398875,oneway,yes,regular
347398875,ref,G76,regular
347398876,highway,motorway,regular
347398876,oneway,yes,regular
347398876,ref,G76,regular
347398877,highway,motorway,regular
347398877,oneway,yes,regular
347398877,ref,G76,regular
347398878,highway,motorway,regular
347398878,oneway,yes,regular
347398878,ref,G76,regular
347398879,highway,motorway,regular
347398879,oneway,yes,regular
347398879,ref,G76,regular
347398880,highway,motorway,regular
347398880,oneway,yes,regular
347398880,ref,G76,regular
347398881,bridge,yes,regular
347398881,highway,motorway,regular
347398881,layer,1,regular
347398881,oneway,yes,regular
347398881,ref,G76,regular
347398882,bridge,yes,regular
347398882,highway,motorway,regular
347398882,layer,1,regular
347398882,oneway,yes,regular
347398882,ref,G76,regular
347398883,bridge,yes,regular
347398883,highway,motorway,regular
347398883,layer,1,regular
347398883,oneway,yes,regular
347398883,ref,G76,regular
347398884,highway,motorway,regular
347398884,layer,-1,regular
347398884,oneway,yes,regular
347398884,ref,G76,regular
347398884,tunnel,yes,regular
347398885,highway,motorway,regular
347398885,layer,-1,regular
347398885,oneway,yes,regular
347398885,ref,G76,regular
347398885,tunnel,yes,regular
347398886,bridge,yes,regular
347398886,highway,motorway,regular
347398886,layer,1,regular
347398886,oneway,yes,regular
347398886,ref,G76,regular
347398887,highway,motorway,regular
347398887,oneway,yes,regular
347398887,ref,G76,regular
347398888,bridge,yes,regular
347398888,highway,motorway,regular
347398888,layer,1,regular
347398888,oneway,yes,regular
347398888,ref,G76,regular
347398889,bridge,yes,regular
347398889,highway,motorway,regular
347398889,layer,1,regular
347398889,oneway,yes,regular
347398889,ref,G76,regular
347398890,bridge,yes,regular
347398890,highway,motorway,regular
347398890,layer,1,regular
347398890,oneway,yes,regular
347398890,ref,G76,regular
347398891,bridge,yes,regular
347398891,highway,motorway,regular
347398891,layer,1,regular
347398891,oneway,yes,regular
347398891,ref,G76,regular
347398892,highway,motorway,regular
347398892,oneway,yes,regular
347398892,ref,G76,regular
347398893,bridge,yes,regular
347398893,highway,motorway,regular
347398893,layer,1,regular
347398893,oneway,yes,regular
347398893,ref,G76,regular
347398894,bridge,yes,regular
347398894,highway,motorway,regular
347398894,layer,1,regular
347398894,oneway,yes,regular
347398894,ref,G76,regular
347398895,bridge,yes,regular
347398895,highway,motorway,regular
347398895,layer,1,regular
347398895,oneway,yes,regular
347398895,ref,G76,regular
347398896,bridge,yes,regular
347398896,highway,motorway,regular
347398896,layer,1,regular
347398896,oneway,yes,regular
347398896,ref,G76,regular
347398897,bridge,yes,regular
347398897,highway,motorway,regular
347398897,layer,1,regular
347398897,oneway,yes,regular
347398897,ref,G76,regular
347398898,highway,motorway,regular
347398898,oneway,yes,regular
347398898,ref,G76,regular
347398899,bridge,yes,regular
347398899,highway,motorway,regular
347398899,layer,1,regular
347398899,oneway,yes,regular
347398899,ref,G76,regular
347398900,bridge,yes,regular
347398900,highway,motorway,regular
347398900,layer,1,regular
347398900,oneway,yes,regular
347398900,ref,G76,regular
347398901,highway,motorway,regular
347398901,oneway,yes,regular
347398901,ref,G76,regular
347398902,highway,motorway,regular
347398902,oneway,yes,regular
347398902,ref,G76,regular
347398903,bridge,yes,regular
347398903,highway,motorway,regular
347398903,layer,1,regular
347398903,oneway,yes,regular
347398903,ref,G76,regular
347398904,highway,motorway,regular
347398904,oneway,yes,regular
347398904,ref,G76,regular
347398905,highway,motorway,regular
347398905,oneway,yes,regular
347398905,ref,G76,regular
347398906,bridge,yes,regular
347398906,highway,motorway,regular
347398906,layer,1,regular
347398906,oneway,yes,regular
347398906,ref,G76,regular
347398907,highway,motorway,regular
347398907,oneway,yes,regular
347398907,ref,G76,regular
347398908,highway,motorway,regular
347398908,oneway,yes,regular
347398908,ref,G76,regular
347398909,highway,motorway,regular
347398909,layer,-1,regular
347398909,oneway,yes,regular
347398909,ref,G76,regular
347398909,tunnel,yes,regular
347398910,highway,motorway,regular
347398910,layer,-1,regular
347398910,oneway,yes,regular
347398910,ref,G76,regular
347398910,tunnel,yes,regular
347398911,bridge,yes,regular
347398911,highway,motorway,regular
347398911,layer,1,regular
347398911,oneway,yes,regular
347398911,ref,G76,regular
347398912,bridge,yes,regular
347398912,highway,motorway,regular
347398912,layer,1,regular
347398912,oneway,yes,regular
347398912,ref,G76,regular
347398913,highway,motorway,regular
347398913,layer,-1,regular
347398913,oneway,yes,regular
347398913,ref,G76,regular
347398913,tunnel,yes,regular
347398914,bridge,yes,regular
347398914,highway,motorway,regular
347398914,layer,1,regular
347398914,oneway,yes,regular
347398914,ref,G76,regular
347398915,highway,motorway,regular
347398915,layer,-1,regular
347398915,oneway,yes,regular
347398915,ref,G76,regular
347398915,tunnel,yes,regular
347398916,highway,motorway,regular
347398916,oneway,yes,regular
347398916,ref,G76,regular
347398917,highway,motorway,regular
347398917,oneway,yes,regular
347398917,ref,G76,regular
347398918,highway,motorway,regular
347398918,oneway,yes,regular
347398918,ref,G76,regular
347398919,highway,motorway,regular
347398919,oneway,yes,regular
347398919,ref,G76,regular
347398920,highway,motorway,regular
347398920,oneway,yes,regular
347398920,ref,G76,regular
347398921,bridge,yes,regular
347398921,highway,motorway,regular
347398921,layer,1,regular
347398921,oneway,yes,regular
347398921,ref,G76,regular
347398922,bridge,yes,regular
347398922,highway,motorway,regular
347398922,layer,1,regular
347398922,oneway,yes,regular
347398922,ref,G76,regular
347398923,highway,motorway,regular
347398923,oneway,yes,regular
347398923,ref,G76,regular
347398924,highway,motorway,regular
347398924,oneway,yes,regular
347398924,ref,G76,regular
347398925,highway,motorway,regular
347398925,oneway,yes,regular
347398925,ref,G76,regular
347398926,highway,motorway,regular
347398926,oneway,yes,regular
347398926,ref,G76,regular
347398927,highway,motorway,regular
347398927,oneway,yes,regular
347398927,ref,G76,regular
347399092,highway,motorway_link,regular
347399092,oneway,yes,regular
347399094,highway,secondary_link,regular
347399094,oneway,no,regular
347399099,highway,motorway_link,regular
347399099,oneway,yes,regular
347399101,bridge,yes,regular
347399101,highway,motorway_link,regular
347399101,layer,1,regular
347399101,oneway,yes,regular
347399102,highway,motorway_link,regular
347399102,oneway,yes,regular
347399105,highway,motorway_link,regular
347399105,oneway,yes,regular
347535454,highway,residential,regular
347535456,highway,residential,regular
347535457,amenity,courthouse,regular
347535457,building,yes,regular
347535457,name,遵义市遵义县人民法院虾子人民法庭,regular
347535458,building,hospital,regular
347535458,name,虾子镇中心卫生院,regular
347535459,building,yes,regular
347535459,name,虾子镇计划生育生殖保健中心,regular
347535459,office,government,regular
347535461,building,hotel,regular
347535461,name,遵义新航宾馆,regular
347535461,phone,+86 851 2733 1088,regular
347535464,building,hospital,regular
347535464,name,遵义县阳光医院虾子分院,regular
347546303,building,residential,regular
347546303,name,雅苑水会,regular
347546304,leisure,pitch,regular
347546306,amenity,school,regular
347546306,name,遵义县虾子镇第二小学,regular
347546306,en,Xiazi No. 2 Primary School,name
347546307,building,school,regular
347546308,amenity,post_office,regular
347546308,building,yes,regular
347546308,name,中国邮政虾子邮政支局,regular
347546308,en,China Post,name
347546310,landuse,residential,regular
347546310,name,欣欣小区,regular
347546311,amenity,social_facility,regular
347546311,name,虾子敬老院,regular
347546311,social_facility,group_home,regular
347546311,for,senior,social_facility
347629909,highway,residential,regular
347629911,landuse,grass,regular
347629913,building,yes,regular
347629913,name,遵义县虾子镇司法所,regular
347629913,office,government,regular
347629915,highway,residential,regular
347629916,landuse,residential,regular
347629916,name,吉利小区,regular
347629917,highway,residential,regular
347629917,name,人民路,regular
347629917,en,Renmin Road,name
347629919,amenity,school,regular
347629919,name,虾子镇中学,regular
347629919,en,Xiazi Middle School,name
347629923,leisure,pitch,regular
347629924,building,school,regular
347633630,highway,service,regular
347633631,highway,residential,regular
347633632,building,commercial,regular
347633632,name,中国南方电网虾子供电所营业厅,regular
347633632,en,China Southern Power Grid,name
347633633,landuse,industrial,regular
347633633,name,贵山红辣椒系列食品厂,regular
347633634,building,yes,regular
347633634,name,贵州广电网络 虾子营业厅,regular
347633634,en,Guizhou Brodcasting & TV Information Network Limited,name
347633634,office,government,regular
347633635,landuse,residential,regular
347633635,name,康乐小区,regular
347633636,amenity,marketplace,regular
347633636,name,水果蔬菜批发市场,regular
347633637,amenity,childcare,regular
347633637,building,yes,regular
347633637,name,遵义县虾子镇小天地幼儿园,regular
347633638,amenity,school,regular
347633638,name,虾子镇中心学校,regular
347636771,amenity,school,regular
347636771,name,东方驾校,regular
347636772,highway,residential,regular
347637408,highway,residential,regular
347643263,highway,tertiary,regular
347643263,name,贸易路,regular
347643263,en,Maoyi Road,name
347643265,highway,residential,regular
347643265,name,人民路,regular
347643265,en,Renmin Road,name
347643267,highway,residential,regular
347643267,name,前进路,regular
347643267,en,Qianjin Road,name
347643268,highway,residential,regular
347643269,highway,secondary,regular
347643269,name,光明路,regular
347643269,en,Guangming Road,name
347643270,highway,secondary,regular
347643270,name,贸易路,regular
347643270,en,Maoyi Road,name
347643272,highway,residential,regular
347643274,highway,residential,regular
347643275,building,yes,regular
347643275,name,遵义县喇叭镇政府,regular
347643275,office,government,regular
347643276,building,hospital,regular
347643276,name,遵义县喇叭镇卫生院,regular
347649585,highway,service,regular
347656043,highway,motorway_link,regular
347656043,oneway,yes,regular
347656044,highway,motorway_link,regular
347656044,oneway,yes,regular
347656046,landuse,industrial,regular
347656046,name,遵义赛德水泥有限公司,regular
347656048,highway,residential,regular
347657607,highway,residential,regular
347657608,building,yes,regular
347657608,name,遵义市深溪镇政府,regular
347657608,office,government,regular
347657609,amenity,school,regular
347657609,name,深溪小学,regular
347657609,en,Shenxi Primary School,name
347657610,building,school,regular
347657611,leisure,pitch,regular
347657612,highway,residential,regular
347658431,highway,residential,regular
347658431,name,群丰路,regular
347658431,en,Qunfeng Road,name
347658432,highway,residential,regular
347658433,amenity,school,regular
347658433,name,深溪中学,regular
347658433,en,Shenxi Middle School,name
347658434,leisure,pitch,regular
347658435,building,school,regular
347658436,highway,residential,regular
347658437,highway,service,regular
347658438,amenity,bus_station,regular
347658438,name,遵义市深溪镇客运站,regular
347659257,highway,service,regular
347659258,highway,service,regular
347659259,highway,primary,regular
347659259,name,中兴路,regular
347659259,en,Zhongxing Road,name
347659259,ref,S205,regular
347659259,source,bing,regular
347659260,highway,residential,regular
347659261,highway,secondary,regular
347659261,ref,S205,regular
347659261,source,bing,regular
347659262,building,hospital,regular
347659262,name,遵义市深溪镇卫生院,regular
347659263,highway,residential,regular
347659472,highway,residential,regular
347660091,highway,residential,regular
347660092,amenity,kindergarten,regular
347660092,name,钛厂幼儿园,regular
347660093,landuse,industrial,regular
347660093,name,遵义钛业股份有限公司,regular
347661130,building,yes,regular
347661130,name,遵义市红花岗区南关镇镇隆村村民委员会,regular
347661130,office,government,regular
347661131,highway,service,regular
347661132,landuse,industrial,regular
347661132,name,平南机械公司,regular
347661375,amenity,marketplace,regular
347661375,name,林湾农贸市场,regular
347902946,highway,residential,regular
347902946,ref,X302,regular
347902948,highway,primary,regular
347902948,name,湘江大道,regular
347902948,en,Xiangjiang Avenue,name
347902948,zh,湘江大道,name
347902948,oneway,yes,regular
347902950,highway,primary,regular
347902950,name,湘江大道,regular
347902950,en,Xiangjiang Avenue,name
347902950,zh,湘江大道,name
347902950,oneway,yes,regular
347903849,amenity,school,regular
347903849,name,遵义第十三中学,regular
347903849,en,Zunyi No 13 Middle School,name
347903850,leisure,pitch,regular
347906901,name,遵义动物园,regular
347906901,tourism,zoo,regular
347913000,highway,residential,regular
347913004,highway,residential,regular
347913005,highway,residential,regular
347913007,highway,residential,regular
347913011,highway,residential,regular
347913013,highway,residential,regular
347913015,highway,residential,regular
347913017,highway,residential,regular
347913019,highway,residential,regular
347913021,highway,residential,regular
347931964,highway,residential,regular
347931965,highway,residential,regular
347931966,highway,residential,regular
347931967,building,yes,regular
347931967,name,遵义市长征镇政府,regular
347931967,office,government,regular
347931968,landuse,grass,regular
347931969,landuse,grass,regular
347931970,highway,footway,regular
347931971,landuse,residential,regular
347931971,name,黔水民居,regular
347931972,building,yes,regular
347931972,name,长征镇 计划生育服务站,regular
347931972,office,government,regular
347931973,amenity,courthouse,regular
347931973,building,yes,regular
347931973,name,遵义市红花岗区人民法院 长征人民法庭,regular
347931974,highway,residential,regular
347934103,highway,residential,regular
347934104,highway,residential,regular
347934105,highway,residential,regular
347934106,bridge,yes,regular
347934106,highway,residential,regular
347934106,layer,1,regular
347934106,level,1,regular
347934107,highway,residential,regular
347934108,highway,primary,regular
347934109,highway,residential,regular
347934823,highway,tertiary,regular
347934823,name,G326旧线,regular
347934823,ref,G326,regular
347934823,source,GPS,regular
347934824,amenity,bus_station,regular
347934824,name,遵义客运总站,regular
348332811,highway,residential,regular
348332812,highway,secondary,regular
348332812,note,old Trunk road,regular
348332812,ref,G320,regular
348332812,source,GPS,regular
348332813,highway,tertiary,regular
348332814,highway,residential,regular
348332815,highway,residential,regular
348332816,highway,trunk_link,regular
348332817,highway,secondary,regular
348332817,oneway,yes,regular
348332818,highway,secondary_link,regular
348332819,highway,secondary,regular
348332820,highway,secondary,regular
348332820,oneway,yes,regular
348332821,highway,tertiary,regular
348332821,oneway,yes,regular
348332822,highway,trunk_link,regular
348332823,highway,secondary,regular
348332824,highway,primary,regular
348332824,lanes,2,regular
348332824,oneway,yes,regular
348332824,ref,G210,regular
348332825,highway,trunk,regular
348332825,lanes,3,regular
348332825,name,2nd RIng Road,regular
348332825,oneway,yes,regular
348332826,highway,trunk_link,regular
348332827,highway,residential,regular
348332828,bridge,yes,regular
348332828,highway,trunk,regular
348332828,lanes,3,regular
348332828,layer,1,regular
348332828,name,2nd RIng Road,regular
348332828,oneway,yes,regular
348332829,highway,secondary,regular
348332829,oneway,yes,regular
348332830,highway,trunk_link,regular
348332831,highway,residential,regular
348332832,highway,secondary,regular
348332832,note,old Trunk road,regular
348332832,oneway,yes,regular
348332832,source,Mapbox,regular
348332833,highway,secondary,regular
348332834,highway,residential,regular
348332835,highway,secondary_link,regular
348332836,highway,residential,regular
348332837,highway,residential,regular
348332838,highway,residential,regular
348332839,bridge,yes,regular
348332839,highway,primary,regular
348332839,layer,1,regular
348332839,oneway,yes,regular
348332839,ref,G210,regular
348334400,highway,residential,regular
348334401,highway,tertiary,regular
348334401,name,盐务街,regular
348334402,highway,residential,regular
348334402,name,永乐路,regular
348334403,highway,residential,regular
348334403,source,Mapbox,regular
348334404,highway,residential,regular
348334405,highway,tertiary,regular
348334406,highway,residential,regular
348334407,highway,residential,regular
348334407,source,Mapbox,regular
348334408,highway,residential,regular
348334409,highway,residential,regular
348334410,highway,residential,regular
348335781,highway,secondary,regular
348335781,ref,X160,regular
348335782,highway,motorway_link,regular
348335782,oneway,yes,regular
348335783,highway,primary_link,regular
348335784,bridge,yes,regular
348335784,highway,motorway,regular
348335784,lanes,3,regular
348335784,layer,1,regular
348335784,name,2nd Ring Road,regular
348335784,oneway,yes,regular
348335785,highway,motorway_link,regular
348335786,fixme,yes,regular
348335786,highway,primary,regular
348335787,highway,tertiary,regular
348477095,highway,residential,regular
349370973,highway,motorway_link,regular
349370973,oneway,yes,regular
349371998,highway,motorway_link,regular
349371998,oneway,yes,regular
349371999,highway,motorway_link,regular
349371999,oneway,yes,regular
349372000,highway,motorway_link,regular
349372000,oneway,yes,regular
349374475,landuse,residential,regular
349374475,name,黄金嘉苑,regular
349374476,amenity,bus_station,regular
349374476,building,yes,regular
349374476,name,遵义县三合客运站,regular
349374477,highway,motorway_link,regular
349374478,amenity,courthouse,regular
349374478,building,yes,regular
349374478,name,遵义县人民法院三合镇人民法庭,regular
349374479,highway,residential,regular
349374480,highway,primary,regular
349374480,oneway,yes,regular
349374480,ref,G210,regular
349374480,source,bing,regular
349374481,highway,primary,regular
349374481,oneway,yes,regular
349374481,ref,G210,regular
349374482,highway,primary,regular
349374482,ref,G210,regular
349374482,source,bing,regular
349375130,highway,service,regular
349375131,highway,service,regular
349375132,bridge,yes,regular
349375132,highway,service,regular
349376552,amenity,school,regular
349376552,name,遵义县三合中学,regular
349376552,en,Zunyi Sanhe Middle School,name
349376553,highway,residential,regular
349377505,highway,residential,regular
349377506,highway,residential,regular
349377507,highway,primary,regular
349377507,oneway,yes,regular
349377508,amenity,school,regular
349377508,name,遵义县新站中学,regular
349377508,en,Zunyi Xinzhan Middle School,name
349377509,highway,primary,regular
349377509,oneway,yes,regular
349377510,bridge,yes,regular
349377510,highway,secondary,regular
349377510,layer,1,regular
349377510,oneway,yes,regular
349377510,ref,X310,regular
349377511,highway,secondary,regular
349377511,oneway,yes,regular
349377511,ref,X310,regular
349377512,bridge,yes,regular
349377512,highway,secondary,regular
349377512,layer,1,regular
349377512,oneway,yes,regular
349377512,ref,X310,regular
349377513,highway,secondary,regular
349377513,oneway,yes,regular
349377513,ref,X310,regular
349377689,highway,tertiary,regular
349377690,highway,residential,regular
349378016,highway,residential,regular
349386712,highway,residential,regular
349386713,highway,residential,regular
349386714,highway,residential,regular
349386715,highway,primary,regular
349386715,name,苟江大道,regular
349386715,en,Goujiang Boulevard,name
349386715,oneway,yes,regular
349386715,ref,X310,regular
349386716,highway,secondary,regular
349386716,oneway,yes,regular
349386716,ref,X310,regular
349386717,highway,secondary,regular
349386717,name,苟江大道,regular
349386717,en,Goujiang Boulevard,name
349386717,oneway,yes,regular
349387557,highway,residential,regular
349387558,highway,residential,regular
349387559,highway,residential,regular
349387560,highway,residential,regular
349387561,highway,residential,regular
349387562,highway,residential,regular
349387563,highway,residential,regular
349387564,highway,tertiary,regular
349875487,highway,tertiary,regular
349875487,name,G210旧线,regular
349875487,ref,G210,regular
349875488,amenity,parking,regular
349875488,name,南白客车站第二发车场,regular
349875488,en,Not opened to the public,name
349875489,highway,residential,regular
349875490,highway,residential,regular
349875491,highway,primary,regular
349875491,ref,G210,regular
349875492,highway,residential,regular
349875492,name,柳堰路,regular
349875492,en,Liuyan Road,name
349875494,highway,secondary,regular
349875494,name,乌江中路,regular
349875494,en,Wujiang Middle Road,name
349875494,oneway,yes,regular
349875495,highway,residential,regular
349875496,highway,secondary,regular
349875496,name,乌江东路,regular
349875496,en,Wujiang East Road,name
349875496,oneway,yes,regular
349875497,highway,secondary,regular
349875497,oneway,no,regular
349875498,highway,primary,regular
349875498,name,万寿南街,regular
349875498,en,Wanshou Street South,name
349875498,ref,G210,regular
349875499,highway,secondary,regular
349875499,name,乌江东路,regular
349875499,en,Wujiang East Road,name
349875499,oneway,yes,regular
349875500,highway,primary,regular
349875500,name,万寿南街,regular
349875500,en,Wanshou Street South,name
349875500,ref,G210,regular
349875501,highway,secondary,regular
349875501,name,乌江中路,regular
349875501,en,Wujiang Middle Road,name
349875501,oneway,yes,regular
349875502,highway,residential,regular
349875502,name,人民东路 Renmin East Road,regular
349875502,en,Renmin East Road,name
349875502,zh,人民东路,name
349875503,highway,residential,regular
349875504,highway,residential,regular
349875504,oneway,yes,regular
349875505,highway,tertiary,regular
349875505,name,人民西路 Renmin West Road,regular
349875505,en,Renmin West Road,name
349875505,zh,人民西路,name
349875506,highway,residential,regular
349875506,oneway,yes,regular
349875507,highway,pedestrian,regular
349875507,lit,yes,regular
349875507,name,阳光花园步行街,regular
349875507,oneway,no,regular
349875508,highway,residential,regular
349875509,highway,residential,regular
349875510,highway,residential,regular
349875511,highway,residential,regular
